"DOHREGION,C,12",LATITUDE,LONGITUDE,"POP_TOT,N,31,15","F_TOT,N,31,15","M_TOT,N,31,15","W_TOT,N,31,15","B_TOT,N,31,15","AI_TOT,N,31,15","A_TOT,N,31,15","PI_TOT,N,31,15","O_TOT,N,31,15","MU_TOT,N,31,15","NH_TOT,N,31,15","H_TOT,N,31,15","HH_SIZE,N,31,15","HU_OCC,N,31,15","HU_VAC,N,31,15","TOT_LT_HS,N,31,15","TOT_HSPLUS,N,31,15","POVUNDER,N,31,15","POVOVER,N,31,15"
36011DOH0001,40.8116,-73.9465,1577,830,747,1488,50,1,8,1,4,25,1569,8,2,668,31,124,1053,32,1624
36011DOH0002,40.8116,-73.9465,1315,696,619,1207,67,2,7,1,0,31,1284,31,2,647,65,138,768,143,1053
3.60E+11,40.8116,-73.9465,1401,789,612,1318,45,8,4,1,5,20,1366,35,2,473,44,63,762,138,708
3.60E+11,40.8116,-73.9465,642,275,367,570,10,6,9,0,19,28,578,64,2,291,59,54,302,230,450
3.60E+11,40.8116,-73.9465,712,372,340,680,4,1,9,0,2,16,696,16,2,300,23,10,553,8,742
3.60E+11,40.8116,-73.9465,753,393,360,654,50,3,3,0,4,39,693,60,2,306,20,46,405,223,498
3.60E+11,40.8116,-73.9465,892,452,440,693,69,5,2,0,68,55,686,206,3,347,49,117,359,387,553
3.60E+11,40.8116,-73.9465,737,336,401,531,78,13,2,0,60,53,594,143,2,316,65,115,235,202,307
3.60E+11,40.8116,-73.9465,1395,712,683,1021,183,10,5,1,71,104,1154,241,2,575,136,337,700,413,1229
3.60E+11,40.8116,-73.9465,1020,521,499,928,34,3,9,1,14,31,969,51,2,459,73,57,711,257,962
3.60E+11,40.8116,-73.9465,1301,688,613,1253,13,8,13,0,2,12,1281,20,2,601,43,28,896,10,1202
3.60E+11,40.8116,-73.9465,1071,573,498,837,68,16,3,0,61,86,844,227,2,467,95,152,542,494,496
3.60E+11,40.8116,-73.9465,1256,606,650,1003,79,20,11,0,83,60,1069,187,2,799,122,247,618,541,555
3.60E+11,40.8116,-73.9465,585,324,261,521,19,4,0,0,16,25,526,59,2,192,44,162,313,182,375
3.60E+11,40.8116,-73.9465,607,307,300,529,31,7,3,3,15,19,541,66,2,249,43,50,264,142,475
3.60E+11,40.8116,-73.9465,947,451,496,859,33,2,0,0,17,36,866,81,2,396,56,160,455,212,769
3.60E+11,40.8116,-73.9465,1061,499,562,941,54,13,3,2,12,36,904,157,2,340,57,123,352,230,448
3.60E+11,40.8116,-73.9465,754,392,362,651,31,7,2,0,26,37,683,71,3,286,33,110,538,602,624
3.60E+11,40.8116,-73.9465,1202,622,580,1127,23,2,8,0,9,33,1160,42,2,499,17,53,655,266,836
3.60E+11,40.8116,-73.9465,810,404,406,763,13,1,1,1,10,21,778,32,2,344,38,44,505,64,660
3.60E+11,40.8116,-73.9465,666,351,315,574,30,3,4,0,12,43,620,46,2,282,51,79,300,450,550
3.60E+11,40.8116,-73.9465,1142,593,549,1047,25,5,3,0,19,43,1068,74,2,462,41,46,636,222,950
3.60E+11,40.8116,-73.9465,762,403,359,733,10,2,11,0,1,5,752,10,2,320,23,40,408,10,534
3.60E+11,40.8116,-73.9465,1202,670,532,1117,32,3,4,0,3,43,1157,45,2,519,14,184,793,215,1082
3.60E+11,40.8116,-73.9465,1084,565,519,932,41,8,0,0,30,73,979,105,2,448,57,132,386,171,694
3.60E+11,40.8116,-73.9465,835,423,412,744,26,0,4,0,9,52,791,44,2,344,54,39,237,122,340
3.60E+11,40.8116,-73.9465,840,448,392,797,13,1,2,0,6,21,788,52,2,370,31,39,574,24,966
3.60E+11,40.8116,-73.9465,786,407,379,767,10,3,0,0,1,5,774,12,2,345,17,56,661,9,996
3.60E+11,40.8116,-73.9465,993,530,463,944,15,6,12,1,3,12,962,31,2,460,26,71,741,43,974
3.60E+11,40.8116,-73.9465,1198,604,594,1126,17,24,3,0,11,17,1164,34,2,485,151,52,745,125,1022
3.60E+11,40.8116,-73.9465,837,433,404,806,3,16,1,0,1,10,821,16,2,343,42,62,565,101,754
3.60E+11,40.8116,-73.9465,777,403,374,734,3,7,8,0,6,19,744,33,3,299,34,47,370,170,537
3.60E+11,40.8116,-73.9465,637,314,323,599,9,19,1,0,1,8,624,13,2,292,278,36,400,24,472
3.60E+11,40.8116,-73.9465,1018,546,472,958,14,21,2,2,5,16,1004,14,2,361,34,342,861,190,920
3.60E+11,40.8116,-73.9465,1320,676,644,1270,6,9,5,0,10,20,1262,58,2,546,36,106,996,145,1348
3.60E+11,40.8116,-73.9465,1353,668,685,1307,6,11,3,0,4,22,1316,37,2,527,60,80,776,142,999
3.60E+11,40.8116,-73.9465,1234,646,588,732,142,18,9,0,261,72,630,604,2,500,70,452,391,760,697
3.60E+11,40.8116,-73.9465,557,267,290,417,27,4,0,0,97,12,333,224,3,221,37,71,283,104,416
3.60E+11,40.8116,-73.9465,1172,591,581,1047,20,18,2,2,43,40,1031,141,2,519,48,88,640,118,946
3.60E+11,40.8116,-73.9465,1031,532,499,918,26,9,0,0,62,16,891,140,2,470,54,119,608,258,888
3.60E+11,40.8116,-73.9465,954,492,462,597,100,11,5,1,188,52,514,440,2,420,82,211,207,406,357
3.60E+11,40.8116,-73.9465,939,461,478,771,41,14,2,0,76,35,757,182,2,401,37,110,641,180,920
3.60E+11,40.8116,-73.9465,1227,622,605,910,80,15,4,0,161,57,794,433,2,461,59,153,514,361,625
3.60E+11,40.8116,-73.9465,1310,655,655,1089,66,8,6,1,97,43,1073,237,2,563,76,109,836,50,1168
3.60E+11,40.8116,-73.9465,1017,528,489,862,42,5,4,0,80,24,870,147,2,465,28,23,739,22,1029
3.60E+11,40.8116,-73.9465,1153,596,557,675,139,18,7,0,250,64,653,500,2,461,70,196,454,857,512
3.60E+11,40.8116,-73.9465,1108,563,545,906,68,4,8,0,81,41,885,223,2,454,55,99,686,130,817
3.60E+11,40.8116,-73.9465,861,451,410,816,19,1,0,0,13,12,810,51,2,423,19,21,696,0,982
3.60E+11,40.8116,-73.9465,922,500,422,864,9,1,26,0,9,13,884,38,2,435,28,18,773,95,962
3.60E+11,40.8116,-73.9465,953,486,467,921,2,2,9,0,4,15,933,20,2,386,42,89,625,199,848
3.60E+11,40.8116,-73.9465,1308,661,647,1215,28,8,11,2,17,27,1248,60,2,636,56,29,448,341,477
3.60E+11,40.8116,-73.9465,724,374,350,689,11,2,6,0,12,4,690,34,2,300,5,0,435,255,531
3.60E+11,40.8116,-73.9465,2257,1222,1035,2103,38,2,35,0,51,28,2140,117,2,979,51,120,1547,563,2116
3.60E+11,40.8116,-73.9465,1583,804,779,1510,15,5,35,0,7,11,1538,45,2,656,65,22,928,88,1352
3.60E+11,40.8116,-73.9465,1348,740,608,1304,10,11,14,0,5,4,1308,40,2,476,105,160,999,75,940
3.60E+11,40.8116,-73.9465,1340,649,691,1146,129,9,8,2,10,36,1255,85,2,464,81,69,782,326,991
3.60E+11,40.8116,-73.9465,982,526,456,957,1,6,0,0,7,11,961,21,2,445,108,38,742,99,979
3.60E+11,40.8116,-73.9465,911,453,458,801,34,5,1,0,53,17,781,130,2,443,61,142,475,185,642
3.60E+11,40.8116,-73.9465,936,464,472,911,4,8,4,0,2,7,915,21,2,376,93,84,542,118,783
3.60E+11,40.8116,-73.9465,989,471,518,978,0,1,2,0,2,6,968,21,2,405,86,62,596,57,828
3.60E+11,40.8116,-73.9465,1815,893,922,1774,3,5,5,0,9,19,1776,39,3,718,180,152,1150,245,1734
3.60E+11,40.8116,-73.9465,1278,639,639,1236,11,5,3,0,3,20,1247,31,3,463,137,180,632,268,1105
3.60E+11,40.8116,-73.9465,2087,728,1359,1616,352,10,9,0,80,20,1895,192,3,518,271,355,958,204,980
3.60E+11,40.8116,-73.9465,2078,1065,1013,1997,14,9,4,0,21,33,1995,83,2,835,116,250,1261,401,1807
3.60E+11,40.8116,-73.9465,662,337,325,651,0,1,2,0,0,8,647,15,2,273,111,42,469,0,684
3.60E+11,40.8116,-73.9465,240,131,109,239,0,0,1,0,0,0,238,2,2,134,1342,0,307,15,380
3.60E+11,40.8116,-73.9465,950,459,491,915,6,0,4,4,5,16,930,20,2,398,96,64,537,62,867
3.60E+11,40.8116,-73.9465,917,394,523,819,84,1,1,0,5,7,880,37,2,302,242,105,649,64,684
3.60E+11,40.8116,-73.9465,872,421,451,850,5,6,1,0,1,9,865,7,2,364,345,84,474,63,644
3.60E+11,40.8116,-73.9465,1082,544,538,1049,5,2,0,0,11,15,1059,23,3,414,87,203,531,328,681
3.60E+11,40.8116,-73.9465,944,476,468,925,2,1,1,0,3,12,923,21,3,361,94,133,422,112,698
3.60E+11,40.8116,-73.9465,612,298,314,603,0,0,2,0,5,2,596,16,2,271,613,39,432,36,584
3.60E+11,40.8116,-73.9465,1095,553,542,1072,5,1,6,0,0,11,1086,9,2,450,135,74,605,182,845
3.60E+11,40.8116,-73.9465,1474,764,710,1413,11,3,6,1,18,22,1395,79,2,581,164,219,648,350,820
3.60E+11,40.8116,-73.9465,1381,686,695,1359,5,2,7,0,1,7,1357,24,2,573,247,189,710,172,1089
3.60E+11,40.8116,-73.9465,1090,576,514,1055,11,0,0,0,11,13,1055,35,2,467,50,72,909,123,1266
3.60E+11,40.8116,-73.9465,951,500,451,925,8,0,6,0,3,9,930,21,2,409,48,69,774,0,1033
3.60E+11,40.8116,-73.9465,872,447,425,846,0,3,0,0,9,14,853,19,2,369,75,89,318,84,448
3.60E+11,40.8116,-73.9465,1580,768,812,1546,5,3,1,2,4,19,1566,14,3,618,218,164,906,162,1470
3.60E+11,40.8116,-73.9465,1069,542,527,1052,0,0,5,0,1,11,1061,8,3,397,373,88,572,100,759
3.60E+11,40.8116,-73.9465,1318,664,654,1288,3,1,4,0,6,16,1297,21,3,473,83,163,659,374,1030
3.60E+11,40.8116,-73.9465,1742,868,874,1714,2,1,3,0,6,16,1730,12,3,529,64,316,656,525,1297
3.60E+11,40.8116,-73.9465,1197,582,615,1171,3,0,3,0,5,15,1185,12,3,442,309,116,676,158,1044
3.60E+11,40.8116,-73.9465,1155,565,590,1136,3,7,1,0,1,7,1143,12,3,457,90,94,704,109,930
3.60E+11,40.8116,-73.9465,1413,699,714,1399,0,1,3,0,1,9,1405,8,2,576,631,63,887,65,1242
3.60E+11,40.8116,-73.9465,917,459,458,903,3,2,5,1,1,2,911,6,3,350,41,101,519,113,826
3.60E+11,40.8116,-73.9465,988,506,482,979,2,0,4,0,3,0,967,21,3,382,27,159,669,57,1081
3.60E+11,40.8116,-73.9465,1344,718,626,1325,2,4,1,0,1,11,1326,18,2,504,95,176,838,332,1150
3.60E+11,40.8116,-73.9465,1645,806,839,1597,9,0,11,0,1,27,1637,8,3,636,104,133,842,323,1098
3.60E+11,40.8116,-73.9465,1168,590,578,1144,1,2,9,0,2,10,1160,8,2,538,647,25,471,25,648
3.60E+11,40.8116,-73.9465,1255,640,615,1237,5,0,6,0,1,6,1244,11,2,541,54,70,847,67,1386
3.60E+11,40.8116,-73.9465,1021,550,471,995,8,1,4,0,1,12,1019,2,2,394,281,108,1149,0,898
3.60E+11,40.8116,-73.9465,999,505,494,981,3,0,2,0,0,13,997,2,3,386,25,19,637,12,850
3.60E+11,40.8116,-73.9465,1452,711,741,1404,14,7,9,0,1,17,1437,15,2,591,58,106,1073,156,1613
3.60E+11,40.8116,-73.9465,1016,485,531,1002,1,6,4,0,0,3,1013,3,2,407,45,73,584,34,878
3.60E+11,40.8116,-73.9465,1046,540,506,997,12,6,14,0,3,14,1024,22,2,473,127,43,662,57,904
3.60E+11,40.8116,-73.9465,655,329,326,633,5,0,7,0,2,8,648,7,2,333,326,62,449,31,551
3.60E+11,40.8116,-73.9465,1104,589,515,1080,5,3,5,0,1,10,1098,6,2,571,96,172,667,150,950
3.60E+11,40.8116,-73.9465,1079,547,532,1018,3,0,39,0,11,8,1063,16,2,439,54,43,719,167,1014
3.60E+11,40.8116,-73.9465,756,379,377,716,9,2,5,0,7,17,729,27,2,322,78,78,368,321,443
3.60E+11,40.8116,-73.9465,930,525,405,911,6,0,2,0,4,7,917,13,2,341,39,59,477,72,645
3.60E+11,40.8116,-73.9465,730,380,350,710,3,0,15,0,0,2,725,5,2,326,18,21,499,35,639
3.60E+11,NULL,NULL,1104,566,538,1076,6,0,15,0,2,5,1096,8,2,494,34,45,790,72,1027
3.60E+11,NULL,NULL,1795,910,885,1760,13,2,10,0,1,9,1764,31,2,733,105,20,1245,67,1436
3.60E+11,NULL,NULL,1418,740,678,1389,6,4,1,0,3,15,1390,28,2,650,36,116,1046,333,1406
3.60E+11,NULL,NULL,1201,579,622,1162,9,3,6,0,9,12,1170,31,2,536,55,98,757,226,1174
3.60E+11,NULL,NULL,780,401,379,762,7,0,2,0,3,6,776,4,2,319,17,55,581,179,678
3.60E+11,NULL,NULL,724,345,379,716,3,0,1,0,1,3,705,19,2,292,13,32,502,100,603
3.60E+11,NULL,NULL,1566,761,805,1537,0,5,1,0,1,22,1553,13,3,571,108,192,817,311,1133
3.60E+11,NULL,NULL,1709,856,853,1673,0,9,1,0,7,19,1689,20,2,685,88,138,1015,234,1379
3.60E+11,NULL,NULL,939,495,444,917,12,4,0,0,0,6,934,5,2,410,26,51,559,31,787
3.60E+11,NULL,NULL,2246,1176,1070,2188,7,17,0,1,6,27,2220,26,2,941,57,204,1404,75,2446
3.60E+11,NULL,NULL,1689,818,871,1652,7,2,5,0,7,16,1667,22,3,657,59,46,1140,51,1598
3.60E+11,NULL,NULL,1522,752,770,1455,10,41,2,0,1,13,1490,32,2,612,78,173,796,206,1231
3.60E+11,NULL,NULL,1176,577,599,1132,5,12,3,0,3,21,1156,20,2,486,51,56,621,161,825
36013DOH0001,NULL,NULL,1981,973,1008,1645,106,14,0,1,103,112,1675,306,3,778,129,285,839,856,1216
36013DOH0002,NULL,NULL,1878,971,907,1650,93,15,3,1,29,87,1695,183,2,776,89,117,1007,210,1537
36013DOH0003,NULL,NULL,1831,955,876,1718,35,3,4,3,7,61,1759,72,2,778,67,137,1143,275,1847
36013DOH0004,NULL,NULL,3955,2159,1796,3688,101,11,66,2,34,53,3820,135,2,598,46,52,735,152,1042
3.60E+11,NULL,NULL,943,501,442,681,161,10,9,0,5,77,924,19,3,354,36,153,495,357,757
3.60E+11,NULL,NULL,976,505,471,746,163,6,1,0,6,54,956,20,3,358,43,48,523,489,374
3.60E+11,NULL,NULL,1024,501,523,700,241,4,3,0,15,61,963,61,3,357,66,100,430,243,541
3.60E+11,NULL,NULL,1518,796,722,1314,95,4,19,1,17,68,1485,33,2,647,44,170,923,239,1213
3.60E+11,NULL,NULL,620,329,291,574,19,0,9,0,4,14,610,10,2,282,14,22,336,9,443
3.60E+11,NULL,NULL,676,381,295,557,55,0,9,1,4,50,663,13,2,302,12,18,462,159,630
3.60E+11,NULL,NULL,912,502,410,826,41,0,7,0,1,37,884,28,2,421,24,7,628,0,816
3.60E+11,NULL,NULL,613,320,293,553,35,2,5,0,2,16,597,16,2,259,21,9,490,13,901
3.60E+11,NULL,NULL,1249,635,614,1047,120,4,12,0,22,44,1199,50,2,537,72,91,728,94,997
3.60E+11,NULL,NULL,1228,599,629,988,164,3,14,0,7,52,1204,24,2,574,60,90,778,246,969
3.60E+11,NULL,NULL,1496,962,534,1275,120,3,28,1,20,49,1421,75,2,237,90,75,317,208,326
3.60E+11,NULL,NULL,1352,691,661,1045,200,6,4,1,8,88,1306,46,2,574,107,97,680,354,677
3.60E+11,NULL,NULL,884,457,427,630,184,9,4,0,2,55,856,28,2,409,76,192,608,760,613
3.60E+11,NULL,NULL,698,360,338,449,170,3,1,0,13,62,649,49,2,296,46,102,336,60,452
3.60E+11,NULL,NULL,385,174,211,294,52,4,8,0,2,25,369,16,2,245,82,40,212,108,226
3.60E+11,NULL,NULL,793,461,332,641,122,2,1,0,2,25,768,25,1,315,18,262,786,438,314
3.60E+11,NULL,NULL,563,240,323,300,182,4,1,0,9,67,526,37,2,176,40,26,199,374,137
3.60E+11,NULL,NULL,871,454,417,769,49,1,3,0,3,46,851,20,3,326,18,131,511,90,782
3.60E+11,NULL,NULL,666,360,306,608,25,3,6,0,7,17,643,23,2,273,13,32,482,46,646
3.60E+11,NULL,NULL,554,277,277,519,11,6,1,0,3,14,543,11,2,233,21,51,267,69,507
3.60E+11,NULL,NULL,671,348,323,509,102,0,3,0,4,53,624,47,3,252,50,82,281,97,412
3.60E+11,NULL,NULL,1228,646,582,1019,129,6,0,0,4,70,1195,33,3,455,76,261,520,279,1046
3.60E+11,NULL,NULL,1023,591,432,854,85,1,14,5,7,57,985,38,2,549,41,155,589,235,890
3.60E+11,NULL,NULL,965,490,475,912,20,4,3,0,1,25,941,24,2,407,15,61,609,82,895
3.60E+11,NULL,NULL,914,467,447,815,75,3,1,1,4,15,891,23,2,383,24,135,480,286,728
3.60E+11,NULL,NULL,1018,526,492,828,99,2,0,1,8,80,975,43,3,370,34,44,491,197,628
3.60E+11,NULL,NULL,644,338,306,542,73,0,4,0,1,24,616,28,3,246,28,63,249,24,442
3.60E+11,NULL,NULL,1179,574,605,1152,1,4,1,1,4,16,1167,12,2,475,41,143,635,141,944
3.60E+11,NULL,NULL,783,376,407,747,4,0,5,0,3,24,770,13,3,301,18,74,429,109,628
3.60E+11,NULL,NULL,648,324,324,631,5,5,2,0,0,5,643,5,3,255,20,70,414,34,538
3.60E+11,NULL,NULL,902,449,453,890,1,2,2,0,0,7,902,0,3,359,18,79,537,75,835
3.60E+11,NULL,NULL,1068,525,543,1035,6,0,9,0,4,14,1053,15,2,431,36,98,643,201,882
3.60E+11,NULL,NULL,2333,1185,1148,2262,16,5,6,0,1,43,2312,21,2,934,75,137,1582,99,2354
3.60E+11,NULL,NULL,980,510,470,953,3,1,7,0,1,15,969,11,3,381,19,44,629,58,763
3.60E+11,NULL,NULL,1504,760,744,1420,14,11,47,0,0,12,1487,17,3,556,22,15,1116,0,1509
3.60E+11,NULL,NULL,1383,676,707,1320,26,0,18,0,0,19,1368,15,3,526,19,52,936,173,1332
3.60E+11,NULL,NULL,1574,814,760,1423,44,1,86,2,0,18,1554,20,2,680,47,119,1270,121,1845
3.60E+11,NULL,NULL,1426,710,716,1338,22,0,46,0,1,19,1415,11,3,549,45,12,700,25,951
3.60E+11,NULL,NULL,1032,530,502,996,6,1,7,0,10,12,1013,19,2,437,20,26,552,131,700
3.60E+11,NULL,NULL,812,416,396,776,19,0,3,0,2,12,796,16,2,335,31,65,426,8,793
3.60E+11,NULL,NULL,1216,762,454,1156,15,3,26,0,4,12,1198,18,2,649,69,137,834,27,987
3.60E+11,NULL,NULL,535,281,254,519,7,1,1,0,0,7,533,2,2,240,5,38,413,0,624
3.60E+11,NULL,NULL,509,266,243,487,4,1,13,0,0,4,509,0,2,237,8,29,316,0,376
3.60E+11,NULL,NULL,1339,706,633,1261,25,0,38,0,4,11,1311,28,2,543,16,71,929,0,1329
3.60E+11,NULL,NULL,545,296,249,517,4,1,5,0,0,18,542,3,2,285,30,25,497,44,583
3.60E+11,NULL,NULL,1371,737,634,1266,31,3,35,0,9,27,1339,32,2,666,30,62,906,207,1361
3.60E+11,NULL,NULL,901,464,437,824,36,1,20,1,4,15,881,20,2,401,17,74,428,0,699
3.60E+11,NULL,NULL,834,434,400,788,15,1,19,0,0,11,827,7,2,361,17,19,480,93,565
3.60E+11,NULL,NULL,1137,578,559,1056,29,0,17,2,5,28,1126,11,3,454,37,29,645,231,999
3.60E+11,NULL,NULL,515,262,253,481,14,1,10,0,3,6,503,12,2,238,9,42,262,34,310
3.60E+11,NULL,NULL,582,307,275,565,5,1,0,0,6,5,574,8,2,253,13,36,440,85,713
3.60E+11,NULL,NULL,598,293,305,579,4,6,6,0,1,2,590,8,3,228,12,0,503,30,712
3.60E+11,NULL,NULL,1945,1044,901,1832,40,2,36,0,2,33,1912,33,3,755,19,41,1185,196,1710
3.60E+11,NULL,NULL,610,313,297,590,8,1,5,0,0,6,602,8,3,241,4,7,368,0,418
3.60E+11,NULL,NULL,2001,1012,989,1918,24,1,18,0,7,33,1962,39,2,840,44,173,1324,337,1807
3.60E+11,NULL,NULL,2272,1211,1061,1949,69,6,215,0,5,28,2221,51,3,723,25,109,1543,40,1621
3.60E+11,NULL,NULL,755,376,379,718,5,0,8,0,10,14,741,14,2,335,17,61,461,120,699
3.60E+11,NULL,NULL,827,407,420,797,17,1,0,0,7,5,812,15,2,379,30,137,587,228,717
3.60E+11,NULL,NULL,734,352,382,693,9,4,1,0,0,27,718,16,2,294,31,14,435,133,561
3.60E+11,NULL,NULL,565,298,267,537,12,2,5,0,2,7,560,5,2,251,26,46,287,132,396
3.60E+11,NULL,NULL,861,475,386,805,28,2,13,0,0,13,852,9,2,459,20,86,609,237,605
3.60E+11,NULL,NULL,1504,792,712,1442,20,1,23,0,2,16,1494,10,2,656,41,14,957,46,1206
3.60E+11,NULL,NULL,1187,646,541,1087,44,3,19,0,9,25,1172,15,2,514,29,0,685,110,771
3.60E+11,NULL,NULL,1391,714,677,1319,26,0,7,3,4,32,1371,20,2,579,22,22,951,375,1264
3.60E+11,NULL,NULL,1030,546,484,974,24,0,18,0,1,13,1014,16,2,472,25,0,868,67,1063
3.60E+11,NULL,NULL,1369,690,679,1332,5,4,1,0,6,21,1341,28,3,536,81,248,768,247,1145
3.60E+11,NULL,NULL,1194,599,595,1158,6,5,5,0,10,10,1179,15,3,445,24,110,623,172,1006
3.60E+11,NULL,NULL,832,399,433,797,13,3,2,0,4,13,824,8,2,338,50,101,620,162,840
3.60E+11,NULL,NULL,655,317,338,639,7,0,3,0,0,6,651,4,2,268,20,18,493,9,634
3.60E+11,NULL,NULL,1567,817,750,1466,54,3,11,0,4,29,1559,8,2,738,31,118,710,159,1253
3.60E+11,NULL,NULL,1567,808,759,1470,34,5,7,0,5,46,1520,47,2,684,62,249,896,645,1225
3.60E+11,NULL,NULL,838,414,424,767,43,2,1,0,1,24,818,20,2,350,28,0,782,41,1111
3.60E+11,NULL,NULL,976,492,484,913,36,6,7,0,2,12,960,16,2,412,16,163,440,107,682
3.60E+11,NULL,NULL,1099,560,539,1054,17,3,2,0,8,15,1079,20,2,473,24,61,777,91,1105
3.60E+11,NULL,NULL,1194,654,540,1157,15,2,5,0,3,12,1185,9,2,524,20,54,923,27,1127
3.60E+11,NULL,NULL,777,377,400,751,3,0,18,0,0,5,774,3,3,290,22,18,538,0,737
3.60E+11,NULL,NULL,928,486,442,904,8,0,4,0,1,11,924,4,2,383,14,31,609,31,760
3.60E+11,NULL,NULL,1069,540,529,1031,7,2,2,0,1,26,1052,17,3,406,22,32,642,27,833
3.60E+11,NULL,NULL,1029,510,519,1009,5,1,3,0,0,11,1021,8,2,453,38,184,706,146,1168
36015DOH0001,NULL,NULL,3077,686,2391,1523,1295,21,6,0,113,119,2737,340,2,537,82,584,1159,596,446
36015DOH0002,NULL,NULL,1639,831,808,1332,181,10,3,0,8,105,1568,71,3,617,69,177,671,438,1061
36015DOH0003,NULL,NULL,1557,781,776,1505,7,1,1,0,14,29,1529,28,2,626,105,155,705,234,1022
36015DOH0004,NULL,NULL,1591,366,1225,865,618,3,9,0,77,19,1412,179,3,273,21,474,737,17,687
3.60E+11,NULL,NULL,2120,1036,1084,2080,4,3,5,0,8,20,2096,24,3,787,148,247,1061,129,1636
3.60E+11,NULL,NULL,1354,721,633,1318,6,3,9,0,7,11,1332,22,2,625,60,115,898,161,1194
3.60E+11,NULL,NULL,1540,777,763,1506,7,7,3,0,5,12,1526,14,3,591,80,152,1013,143,1541
3.60E+11,NULL,NULL,1063,543,520,1047,7,3,0,0,0,6,1050,13,2,423,58,51,743,110,1143
3.60E+11,NULL,NULL,685,313,372,666,1,5,6,0,1,6,671,14,3,255,127,89,333,65,561
3.60E+11,NULL,NULL,1154,542,612,1131,4,3,2,0,3,11,1133,21,3,436,129,171,617,271,1016
3.60E+11,NULL,NULL,776,388,388,761,1,5,2,0,1,6,756,20,2,319,207,133,617,58,776
3.60E+11,NULL,NULL,523,245,278,504,4,5,0,0,0,10,514,9,2,234,143,75,270,124,365
3.60E+11,NULL,NULL,801,381,420,768,10,3,2,0,7,11,773,28,3,304,204,77,459,100,643
3.60E+11,NULL,NULL,683,322,361,666,0,1,2,0,6,8,657,26,2,283,135,65,310,106,385
3.60E+11,NULL,NULL,745,404,341,705,6,2,10,0,4,18,724,21,2,325,26,51,390,43,658
3.60E+11,NULL,NULL,690,367,323,663,9,1,0,0,1,16,666,24,2,301,37,72,444,198,521
3.60E+11,NULL,NULL,1079,630,449,1054,3,2,12,0,1,7,1071,8,2,423,37,120,499,107,631
3.60E+11,NULL,NULL,922,505,417,882,21,2,3,0,5,9,897,25,2,372,32,119,636,357,713
3.60E+11,NULL,NULL,790,415,375,741,23,0,4,0,4,18,764,26,2,344,36,52,353,65,558
3.60E+11,NULL,NULL,1305,654,651,1254,3,9,4,0,7,28,1293,12,3,501,109,150,673,135,1120
3.60E+11,NULL,NULL,1012,493,519,988,4,1,8,0,2,9,998,14,3,400,118,32,728,127,1014
3.60E+11,NULL,NULL,1421,742,679,1382,7,8,9,0,1,14,1415,6,3,561,68,104,860,193,1173
3.60E+11,NULL,NULL,584,295,289,573,2,1,2,0,1,5,576,8,3,228,25,61,370,43,592
3.60E+11,NULL,NULL,758,387,371,725,1,4,3,0,6,19,745,13,3,295,59,81,396,83,596
3.60E+11,NULL,NULL,603,340,263,580,6,1,1,0,4,11,593,10,2,237,64,83,368,104,429
3.60E+11,NULL,NULL,1002,505,497,981,2,2,3,0,6,8,990,12,2,425,35,158,652,150,987
3.60E+11,NULL,NULL,920,392,528,880,35,0,1,0,0,4,905,15,3,294,45,29,530,56,716
3.60E+11,NULL,NULL,1427,714,713,1371,10,5,8,0,9,24,1392,35,2,579,61,172,758,209,1278
3.60E+11,NULL,NULL,876,427,449,850,4,1,4,0,0,17,863,13,3,347,52,90,541,70,868
3.60E+11,NULL,NULL,1269,571,698,1240,6,5,3,1,9,5,1247,22,2,450,195,219,971,287,902
3.60E+11,NULL,NULL,900,450,450,863,4,7,4,0,2,20,889,11,2,363,72,133,403,301,425
3.60E+11,NULL,NULL,989,506,483,962,4,7,1,0,3,12,969,20,2,402,75,146,577,15,972
3.60E+11,NULL,NULL,790,387,403,776,4,0,3,0,2,5,781,9,2,337,71,25,500,85,809
3.60E+11,NULL,NULL,1037,538,499,1010,4,0,1,0,8,14,1009,28,2,417,42,37,583,110,834
3.60E+11,NULL,NULL,845,428,417,829,2,2,2,1,7,2,824,21,3,326,107,50,519,344,710
3.60E+11,NULL,NULL,1330,651,679,1295,6,3,1,0,12,13,1302,28,2,550,72,139,921,197,1238
3.60E+11,NULL,NULL,590,289,301,578,2,3,2,0,0,5,581,9,3,222,50,63,304,90,406
3.60E+11,NULL,NULL,1156,581,575,1128,4,3,3,0,4,14,1133,23,2,504,70,63,638,118,853
3.60E+11,NULL,NULL,997,516,481,965,2,0,11,0,6,13,986,11,2,415,56,48,499,39,708
3.60E+11,NULL,NULL,922,439,483,902,5,1,1,0,5,8,899,23,3,349,75,125,579,70,976
3.60E+11,NULL,NULL,915,431,484,894,13,3,0,0,1,4,904,11,3,364,116,93,532,141,749
3.60E+11,NULL,NULL,887,464,423,865,1,0,5,0,4,12,880,7,2,387,27,59,595,97,910
3.60E+11,NULL,NULL,944,480,464,909,6,1,4,0,4,20,939,5,2,393,112,183,641,175,805
3.60E+11,NULL,NULL,1880,933,947,1839,2,7,11,0,3,18,1845,35,2,778,114,217,927,214,1565
3.60E+11,NULL,NULL,1095,557,538,1070,3,9,4,0,0,9,1067,28,3,425,85,203,593,162,1023
3.60E+11,NULL,NULL,1139,564,575,1100,4,9,11,0,0,15,1107,32,2,478,97,157,806,130,1212
